tool,dataset,contract,vulnerability,label,ground_truth,predicted,outcome,source
vandal,sbc,0xd2018bfaa266a9ec0a1a84b061640faa009def76.sol,reentrancy,safe,0,1,FP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,0xd5967fed03e85d1cce44cab284695b41bc675b5c.sol,reentrancy,safe,0,1,FP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,0xdb1c55f6926e7d847ddf8678905ad871a68199d2.sol,reentrancy,safe,0,1,FP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,reentrancy,safe,0,1,FP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf.sol,reentrancy,safe,0,1,FP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87.sol,reentrancy,safe,0,1,FP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,0xe894d54dca59cb53fe9cbc5155093605c7068220.sol,reentrancy,safe,0,1,FP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,0xec329ffc97d75fe03428ae155fc7793431487f63.sol,reentrancy,safe,0,1,FP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,reentrancy,vulnerable,1,0,FN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,0xf2570186500a46986f3139f65afedc2afe4f445d.sol,reentrancy,safe,0,1,FP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,0xf29ebe930a539a60279ace72c707cba851a57707.sol,reentrancy,safe,0,1,FP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e.sol,reentrancy,safe,0,1,FP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,BECToken.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,ERC20.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,FibonacciBalance.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,FindThisHash.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,arbitrary_location_write_simple.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,auction.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,blackjack.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,crypto_roulette.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,dos_address.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,dos_number.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,dos_simple.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,eth_tx_order_dependence_minimal.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,ether_lotto.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,etheraffle.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,etherbank.sol,reentrancy,vulnerable,1,1,TP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,etherpot_lotto.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,etherstore.sol,reentrancy,vulnerable,1,1,TP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,governmental_survey.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,guess_the_random_number.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,incorrect_constructor_name1.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,incorrect_constructor_name2.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,incorrect_constructor_name3.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,insecure_transfer.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,integer_overflow_1.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,integer_overflow_add.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,integer_overflow_benign_1.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,integer_overflow_mapping_sym_1.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,integer_overflow_minimal.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,integer_overflow_mul.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,integer_overflow_multitx_multifunc_feasible.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,integer_overflow_multitx_onefunc_feasible.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,king_of_the_ether_throne.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,list_dos.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,lottery.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,lotto.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,lottopollo.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,lucky_doubler.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,mapping_write.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,mishandled.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,modifier_reentrancy.sol,reentrancy,vulnerable,1,1,TP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,multiowned_vulnerable.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,mycontract.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,name_registrar.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,odds_and_evens.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,old_blockhash.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,open_address_lottery.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,overflow_simple_add.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,overflow_single_tx.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,parity_wallet_bug_1.sol,reentrancy,safe,0,1,FP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,parity_wallet_bug_2.sol,reentrancy,safe,0,1,FP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,phishable.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,proxy.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,random_number_generator.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,reentrance.sol,reentrancy,vulnerable,1,1,TP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,reentrancy_bonus.sol,reentrancy,vulnerable,1,1,TP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,reentrancy_cross_function.sol,reentrancy,vulnerable,1,1,TP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,reentrancy_dao.sol,reentrancy,vulnerable,1,1,TP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,reentrancy_insecure.sol,reentrancy,vulnerable,1,1,TP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,reentrancy_simple.sol,reentrancy,vulnerable,1,1,TP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,roulette.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,rubixi.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,send_loop.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,short_address_example.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,simple_dao.sol,reentrancy,vulnerable,1,1,TP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,simple_suicide.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,smart_billions.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,spank_chain_payment.sol,reentrancy,vulnerable,1,1,TP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,timed_crowdsale.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,timelock.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,token.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,tokensalechallenge.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,unchecked_return_value.sol,reentrancy,safe,0,1,FP,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,unprotected0.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,wallet_02_refund_nosub.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,wallet_03_wrong_constructor.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
vandal,sbc,wallet_04_confused_sign.sol,reentrancy,safe,0,0,TN,vandal/sbc/vandal_results_sbc.csv
