tool,dataset,contract,vulnerability,label,ground_truth,predicted,outcome,source
osiris,qian,reentrancy/30254.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/30255.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/30337.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/30338.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/30460.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/31237.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/31238.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/31497.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/31565.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/31759.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/32522.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/33450.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/33512.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/34432.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/34526.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/34668.sol,reentrancy,safe,0,0,TN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/34904.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/35208.sol,reentrancy,safe,0,0,TN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/35661.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/35662.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/35713.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/35714.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/35806.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/35807.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/35878.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/35951.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/36456.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/36481.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/36563.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/36668.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/36836.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/37474.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/37499.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/37645.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/37646.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/37676.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/37707.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/37708.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/37836.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/37891.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/38057.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/38250.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/38420.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/38543.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/38651.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/38828.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/38876.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/38888.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39019.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39032.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39151.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39199.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39248.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39268.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39269.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39327.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39341.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39644.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39664.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39684.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39705.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39749.sol,reentrancy,safe,0,0,TN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39750.sol,reentrancy,safe,0,0,TN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39777.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39778.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39817.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39866.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39867.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39912.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/39934.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/4.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40089.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40090.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40092.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40203.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40242.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40249.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40299.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40336.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40340.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40342.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40353.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40357.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40366.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40413.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40415.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40425.sol,reentrancy,safe,0,0,TN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40499.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40500.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40720.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40732.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40733.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40734.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40735.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40736.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40737.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40741.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40742.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40745.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40746.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40747.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40748.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40749.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40750.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40751.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40752.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40753.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40754.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40755.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40756.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40757.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40758.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40759.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40760.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40761.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40762.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40763.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40764.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40765.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40766.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40768.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40770.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40771.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40772.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40774.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40775.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40776.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40777.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40778.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40779.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40780.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40781.sol,reentrancy,vulnerable,1,0,FN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40782.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40783.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40784.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40785.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40786.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40787.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40788.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/40789.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50000.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50001.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50002.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50003.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50005.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50006.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50007.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50008.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50009.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50010.sol,reentrancy,vulnerable,1,0,FN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50011.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50013.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50014.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50015.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50016.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50017.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50018.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50019.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50020.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50021.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50022.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50023.sol,reentrancy,vulnerable,1,0,FN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50024.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50025.sol,reentrancy,vulnerable,1,0,FN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50026.sol,reentrancy,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50027.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50028.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50029.sol,reentrancy,safe,0,0,TN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50030.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50031.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50032.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50033.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50034.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50035.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,reentrancy/50036.sol,reentrancy,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/1.sol,overflow,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/10146.sol,overflow,safe,0,0,TN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/10369.sol,overflow,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/10971.sol,overflow,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/1115.sol,overflow,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/11243.sol,overflow,safe,0,0,TN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/11323.sol,overflow,safe,0,0,TN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/1183.sol,overflow,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/11931.sol,overflow,safe,0,0,TN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/12292.sol,overflow,vulnerable,1,0,FN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/12321.sol,overflow,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/124.sol,overflow,safe,0,0,TN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/1246.sol,overflow,safe,0,0,TN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/1288.sol,overflow,safe,0,0,TN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/12894.sol,overflow,vulnerable,1,0,FN,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/12998.sol,overflow,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/1313.sol,overflow,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/1319.sol,overflow,safe,0,1,FP,osiris/qian/summary/osiris_qian_results.csv
osiris,qian,overflow/13371.sol,overflow,vulnerable,1,1,TP,osiris/qian/summary/osiris_qian_results.csv
