tool,dataset,contract,vulnerability,label,ground_truth,predicted,outcome,source
vandal,rsd,05_Send_safe2.sol,reentrancy,safe,0,0,TN,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,05_Send_safe3.sol,reentrancy,safe,0,0,TN,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,06_TransferUnchecked_safe1.sol,reentrancy,safe,0,0,TN,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,06_TransferUnchecked_safe2.sol,reentrancy,safe,0,0,TN,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,06_Transfer_safe1.sol,reentrancy,safe,0,0,TN,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,06_Transfer_safe2.sol,reentrancy,safe,0,0,TN,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,07_MixedSendFoldEmit_ree1.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,07_MixedSendFoldEmit_safe1.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,07_MixedSendFold_ree1.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,07_MixedSendFold_safe1.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,07_MixedSend_ree1.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,07_MixedSend_safe1.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,08_MixedTransferEmit_ree1.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,08_MixedTransferEmit_safe1.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,08_MixedTransfer_ree1.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,08_MixedTransfer_safe1.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20InheritMod_ree1.sol,reentrancy,vulnerable,1,0,FN,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20InheritMod_ree2.sol,reentrancy,vulnerable,1,0,FN,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20InheritMod_ree3.sol,reentrancy,vulnerable,1,0,FN,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20InheritMod_safe1.sol,reentrancy,safe,0,0,TN,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20Inherit_ree1.sol,reentrancy,vulnerable,1,0,FN,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20Inherit_safe1.sol,reentrancy,safe,0,0,TN,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20Mod_ree1.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20Mod_ree2.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20Mod_ree3.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20Mod_safe1.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20OnlyOnce_ree1.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20OnlyOnce_safe1.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20OnlyOnce_safe2.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20StakingPullMod_ree1.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20StakingPullMod_ree2.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20StakingPullMod_safe1.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20StakingPull_ree1.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20StakingPull_safe1.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20StakingPull_safe2.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20Staking_ree1.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20Staking_ree2.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20Staking_ree3.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20Staking_safe1.sol,reentrancy,safe,0,0,TN,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20Staking_safe2.sol,reentrancy,safe,0,0,TN,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20Staking_safe3.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20Staticcall_ree1.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20_ree1.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20_ree2.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20_safe1.sol,reentrancy,safe,0,0,TN,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20_safe2.sol,reentrancy,safe,0,0,TN,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20_safe3.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,09_ERC20_safe4.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,10_OnlyOnce_safe1.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,10_OnlyOnce_safe2.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,11_ProxyStaticcall_safe1.sol,reentrancy,safe,0,0,TN,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,11_Proxy_safe1.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,11_Proxy_safe2.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,12_OnlyOwner_ree1.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,12_OnlyOwner_safe1.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,13_LoopCrossMod_ree1.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,13_LoopCrossMod_ree2.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,13_LoopCrossMod_ree3.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,13_LoopCrossMod_safe1.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,13_LoopCrossMutex_ree1.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,13_LoopCrossMutex_safe1.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,13_Loop_ree1.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,13_Loop_safe1.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,14_ReadOnly_safe1.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,15_ReadOnlyStaticcall_ree1.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,15_ReadOnlyStaticcall_safe1.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,15_ReadOnly_ree1.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,15_ReadOnly_ree2.sol,reentrancy,vulnerable,1,1,TP,vandal/rsd/vandal_results_rsd.csv
vandal,rsd,15_ReadOnly_safe2.sol,reentrancy,safe,0,1,FP,vandal/rsd/vandal_results_rsd.csv
