filename,relpath,reentrancy,overflow,timestamp,tod,duration_s,exit_status,solc_version,raw_json_path
buggy_41.sol,solidifi/tod/vulnerable/buggy_41.sol,0,1,0,0,0,OK,0.5.17,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_41.txt
buggy_45.sol,solidifi/tod/vulnerable/buggy_45.sol,0,1,0,1,0,OK,0.5.11,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_45.txt
buggy_49.sol,solidifi/tod/vulnerable/buggy_49.sol,0,1,0,0,0,OK,0.5.11,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_49.txt
buggy_6.sol,solidifi/tod/vulnerable/buggy_6.sol,0,1,0,1,0,OK,0.5.8,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_6.txt
11.sol,solidifi/tod/safe/11.sol,0,1,0,0,0,OK,0.5.0,results/oyente_plus/solidifi/raw/tod/safe/11.txt
15.sol,solidifi/tod/safe/15.sol,0,1,0,0,0,OK,0.5.7,results/oyente_plus/solidifi/raw/tod/safe/15.txt
19.sol,solidifi/tod/safe/19.sol,0,0,0,1,0,OK,0.5.1,results/oyente_plus/solidifi/raw/tod/safe/19.txt
22.sol,solidifi/tod/safe/22.sol,0,1,0,0,0,OK,0.5.1,results/oyente_plus/solidifi/raw/tod/safe/22.txt
26.sol,solidifi/tod/safe/26.sol,0,1,0,0,0,OK,0.5.2,results/oyente_plus/solidifi/raw/tod/safe/26.txt
2.sol,solidifi/tod/safe/2.sol,0,1,0,0,0,OK,0.5.1,results/oyente_plus/solidifi/raw/tod/safe/2.txt
33.sol,solidifi/tod/safe/33.sol,0,1,0,0,0,OK,0.5.11,results/oyente_plus/solidifi/raw/tod/safe/33.txt
37.sol,solidifi/tod/safe/37.sol,0,1,0,0,0,OK,0.5.17,results/oyente_plus/solidifi/raw/tod/safe/37.txt
40.sol,solidifi/tod/safe/40.sol,0,1,0,0,0,OK,0.5.0,results/oyente_plus/solidifi/raw/tod/safe/40.txt
44.sol,solidifi/tod/safe/44.sol,0,1,0,0,0,OK,0.5.0,results/oyente_plus/solidifi/raw/tod/safe/44.txt
48.sol,solidifi/tod/safe/48.sol,0,1,0,0,0,OK,0.5.11,results/oyente_plus/solidifi/raw/tod/safe/48.txt
5.sol,solidifi/tod/safe/5.sol,0,1,0,0,0,OK,0.4.22,results/oyente_plus/solidifi/raw/tod/safe/5.txt
9.sol,solidifi/tod/safe/9.sol,0,1,0,0,0,OK,0.4.22,results/oyente_plus/solidifi/raw/tod/safe/9.txt
buggy_13.sol,solidifi/tod/vulnerable/buggy_13.sol,0,1,0,0,0,OK,0.5.17,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_13.txt
buggy_17.sol,solidifi/tod/vulnerable/buggy_17.sol,0,1,0,1,0,OK,0.5.6,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_17.txt
buggy_20.sol,solidifi/tod/vulnerable/buggy_20.sol,0,0,0,1,0,OK,0.5.10,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_20.txt
buggy_24.sol,solidifi/tod/vulnerable/buggy_24.sol,0,1,0,1,0,OK,0.5.0,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_24.txt
buggy_28.sol,solidifi/tod/vulnerable/buggy_28.sol,0,1,0,0,0,OK,0.5.0,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_28.txt
buggy_31.sol,solidifi/tod/vulnerable/buggy_31.sol,0,1,0,1,0,OK,0.5.11,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_31.txt
buggy_35.sol,solidifi/tod/vulnerable/buggy_35.sol,0,1,0,1,0,OK,0.5.11,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_35.txt
buggy_39.sol,solidifi/tod/vulnerable/buggy_39.sol,0,1,0,0,0,OK,0.5.10,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_39.txt
buggy_42.sol,solidifi/tod/vulnerable/buggy_42.sol,0,1,0,1,0,OK,0.5.11,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_42.txt
buggy_46.sol,solidifi/tod/vulnerable/buggy_46.sol,0,1,0,0,0,OK,0.5.17,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_46.txt
buggy_4.sol,solidifi/tod/vulnerable/buggy_4.sol,0,1,0,0,0,OK,0.5.0,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_4.txt
buggy_7.sol,solidifi/tod/vulnerable/buggy_7.sol,0,1,0,1,0,OK,0.5.8,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_7.txt
12.sol,solidifi/tod/safe/12.sol,0,1,0,0,0,OK,0.4.23,results/oyente_plus/solidifi/raw/tod/safe/12.txt
16.sol,solidifi/tod/safe/16.sol,0,1,0,0,0,OK,0.5.11,results/oyente_plus/solidifi/raw/tod/safe/16.txt
1.sol,solidifi/tod/safe/1.sol,0,1,0,0,0,OK,0.4.22,results/oyente_plus/solidifi/raw/tod/safe/1.txt
23.sol,solidifi/tod/safe/23.sol,0,1,0,0,0,OK,0.5.2,results/oyente_plus/solidifi/raw/tod/safe/23.txt
27.sol,solidifi/tod/safe/27.sol,0,1,0,0,0,OK,0.5.0,results/oyente_plus/solidifi/raw/tod/safe/27.txt
30.sol,solidifi/tod/safe/30.sol,0,1,0,0,0,OK,0.5.11,results/oyente_plus/solidifi/raw/tod/safe/30.txt
34.sol,solidifi/tod/safe/34.sol,0,1,0,0,0,OK,0.5.11,results/oyente_plus/solidifi/raw/tod/safe/34.txt
38.sol,solidifi/tod/safe/38.sol,0,1,0,0,0,OK,0.5.0,results/oyente_plus/solidifi/raw/tod/safe/38.txt
41.sol,solidifi/tod/safe/41.sol,0,1,0,0,0,OK,0.5.17,results/oyente_plus/solidifi/raw/tod/safe/41.txt
45.sol,solidifi/tod/safe/45.sol,0,1,0,0,0,OK,0.5.11,results/oyente_plus/solidifi/raw/tod/safe/45.txt
49.sol,solidifi/tod/safe/49.sol,0,1,0,0,0,OK,0.5.11,results/oyente_plus/solidifi/raw/tod/safe/49.txt
6.sol,solidifi/tod/safe/6.sol,0,1,0,0,0,OK,0.5.8,results/oyente_plus/solidifi/raw/tod/safe/6.txt
buggy_10.sol,solidifi/tod/vulnerable/buggy_10.sol,0,1,0,1,0,OK,0.5.17,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_10.txt
buggy_14.sol,solidifi/tod/vulnerable/buggy_14.sol,0,1,0,1,0,OK,0.5.1,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_14.txt
buggy_18.sol,solidifi/tod/vulnerable/buggy_18.sol,0,1,0,1,0,OK,0.5.9,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_18.txt
buggy_21.sol,solidifi/tod/vulnerable/buggy_21.sol,0,1,0,1,0,OK,0.5.11,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_21.txt
buggy_25.sol,solidifi/tod/vulnerable/buggy_25.sol,1,1,0,1,0,OK,0.5.11,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_25.txt
buggy_29.sol,solidifi/tod/vulnerable/buggy_29.sol,0,1,0,1,0,OK,0.5.11,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_29.txt
buggy_32.sol,solidifi/tod/vulnerable/buggy_32.sol,0,1,0,1,0,OK,0.5.7,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_32.txt
buggy_36.sol,solidifi/tod/vulnerable/buggy_36.sol,0,1,0,1,0,OK,0.5.1,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_36.txt
buggy_3.sol,solidifi/tod/vulnerable/buggy_3.sol,0,1,0,0,0,OK,0.5.1,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_3.txt
buggy_43.sol,solidifi/tod/vulnerable/buggy_43.sol,0,1,0,1,0,OK,0.5.0,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_43.txt
buggy_47.sol,solidifi/tod/vulnerable/buggy_47.sol,0,1,1,1,0,OK,0.5.11,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_47.txt
buggy_50.sol,solidifi/tod/vulnerable/buggy_50.sol,0,1,0,1,0,OK,0.5.11,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_50.txt
buggy_8.sol,solidifi/tod/vulnerable/buggy_8.sol,0,1,0,1,0,OK,0.5.17,results/oyente_plus/solidifi/raw/tod/vulnerable/buggy_8.txt
