[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Analysis started at: 2026-06-21 07:21:50 PM
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for claimReward_TOD8
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for claimReward_TOD8
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Range graph generated
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function claimReward_TOD8
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for play_TOD39
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for play_TOD39
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Range graph generated
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function play_TOD39
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for getReward_TOD39
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for getReward_TOD39
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | State variable assignement do not exist
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function getReward_TOD39
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for play_TOD31
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for play_TOD31
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Range graph generated
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function play_TOD31
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for getReward_TOD31
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for getReward_TOD31
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | State variable assignement do not exist
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function getReward_TOD31
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for constructor
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for constructor
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Range graph generated
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function constructor
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for play_TOD35
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for play_TOD35
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Range graph generated
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function play_TOD35
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for getReward_TOD35
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for getReward_TOD35
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | State variable assignement do not exist
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function getReward_TOD35
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for transfer
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for transfer
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Range graph generated
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function transfer
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for setReward_TOD40
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for setReward_TOD40
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Range graph generated
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function setReward_TOD40
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for claimReward_TOD40
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for claimReward_TOD40
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Range graph generated
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function claimReward_TOD40
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for play_TOD13
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for play_TOD13
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Range graph generated
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function play_TOD13
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for getReward_TOD13
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for getReward_TOD13
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | State variable assignement do not exist
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function getReward_TOD13
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for setReward_TOD36
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for setReward_TOD36
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Range graph generated
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function setReward_TOD36
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for claimReward_TOD36
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for claimReward_TOD36
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Range graph generated
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function claimReward_TOD36
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for approve
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for approve
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Range graph generated
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function approve
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for play_TOD33
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for play_TOD33
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Range graph generated
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function play_TOD33
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for getReward_TOD33
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for getReward_TOD33
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | State variable assignement do not exist
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function getReward_TOD33
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for transferFrom
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for transferFrom
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Range graph generated
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function transferFrom
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for play_TOD27
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for play_TOD27
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Range graph generated
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function play_TOD27
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for getReward_TOD27
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for getReward_TOD27
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | State variable assignement do not exist
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function getReward_TOD27
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Generating return summary for slitherConstructorVariables
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Return summary generated for slitherConstructorVariables
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Range graph generated
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Processed function slitherConstructorVariables
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Value Range Analysis took 0.005008 seconds
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Value Range Analysis finished
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Storage dependency graph compostion started!
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Storage dependency graph compostion finished!
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | Dependency detection started!
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions setReward_TOD14 and setReward_TOD14
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions setReward_TOD14 and claimReward_TOD14
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions claimReward_TOD14 and setReward_TOD14
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions claimReward_TOD14 and claimReward_TOD14
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions setReward_TOD30 and setReward_TOD30
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions setReward_TOD30 and claimReward_TOD30
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions claimReward_TOD30 and setReward_TOD30
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions claimReward_TOD30 and claimReward_TOD30
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions setReward_TOD8 and setReward_TOD8
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions setReward_TOD8 and claimReward_TOD8
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions claimReward_TOD8 and setReward_TOD8
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions claimReward_TOD8 and claimReward_TOD8
[INFO] | 2026-06-21 07:21:50 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions getReward_TOD39 and play_TOD39
[INFO] | 2026-06-21 07:21:51 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions getReward_TOD31 and play_TOD31
[INFO] | 2026-06-21 07:21:51 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions getReward_TOD35 and play_TOD35
[INFO] | 2026-06-21 07:21:51 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions setReward_TOD40 and setReward_TOD40
[INFO] | 2026-06-21 07:21:51 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions setReward_TOD40 and claimReward_TOD40
[INFO] | 2026-06-21 07:21:51 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions claimReward_TOD40 and setReward_TOD40
[INFO] | 2026-06-21 07:21:51 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions claimReward_TOD40 and claimReward_TOD40
[INFO] | 2026-06-21 07:21:51 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions getReward_TOD13 and play_TOD13
[INFO] | 2026-06-21 07:21:51 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions setReward_TOD36 and setReward_TOD36
[INFO] | 2026-06-21 07:21:51 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions setReward_TOD36 and claimReward_TOD36
[INFO] | 2026-06-21 07:21:51 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions claimReward_TOD36 and setReward_TOD36
[INFO] | 2026-06-21 07:21:51 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions claimReward_TOD36 and claimReward_TOD36
[INFO] | 2026-06-21 07:21:51 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions getReward_TOD33 and play_TOD33
[INFO] | 2026-06-21 07:21:51 PM | analyzer.buggy_39 | TOD dependency detected in file buggy_39.sol in contract TAMCContract in by composing functions getReward_TOD27 and play_TOD27
[INFO] | 2026-06-21 07:21:51 PM | analyzer.buggy_39 | Dependency detection finished!
[INFO] | 2026-06-21 07:21:51 PM | analyzer.buggy_39 | Static Analysis took 0.587162 seconds
[INFO] | 2026-06-21 07:21:51 PM | analyzer.buggy_39 | Dependency exists
[INFO] | 2026-06-21 07:21:51 PM | analyzer.buggy_39 | Invoking symbolic executor!
[36m[#] Analysing started: buggy_39.sol[0m
[36m[#] Interprocedural CFG generation started for setReward_TOD14[0m
[36m[#] Interprocedural CFG generated for setReward_TOD14[0m
[36m[#] Interprocedural CFG generation started for claimReward_TOD14[0m
[36m[#] Interprocedural CFG generated for claimReward_TOD14[0m
[36m[#] Interprocedural CFG generation started for setReward_TOD30[0m
[36m[#] Interprocedural CFG generated for setReward_TOD30[0m
[36m[#] Interprocedural CFG generation started for claimReward_TOD30[0m
[36m[#] Interprocedural CFG generated for claimReward_TOD30[0m
[36m[#] Interprocedural CFG generation started for setReward_TOD8[0m
[36m[#] Interprocedural CFG generated for setReward_TOD8[0m
[36m[#] Interprocedural CFG generation started for claimReward_TOD8[0m
[36m[#] Interprocedural CFG generated for claimReward_TOD8[0m
[36m[#] Interprocedural CFG generation started for play_TOD39[0m
[36m[#] Interprocedural CFG generated for play_TOD39[0m
[36m[#] Interprocedural CFG generation started for getReward_TOD39[0m
[36m[#] Interprocedural CFG generated for getReward_TOD39[0m
[36m[#] Interprocedural CFG generation started for play_TOD31[0m
[36m[#] Interprocedural CFG generated for play_TOD31[0m
[36m[#] Interprocedural CFG generation started for getReward_TOD31[0m
[36m[#] Interprocedural CFG generated for getReward_TOD31[0m
[36m[#] Interprocedural CFG generation started for constructor[0m
[36m[#] Interprocedural CFG generated for constructor[0m
[36m[#] Interprocedural CFG generation started for play_TOD35[0m
[36m[#] Interprocedural CFG generated for play_TOD35[0m
[36m[#] Interprocedural CFG generation started for getReward_TOD35[0m
[36m[#] Interprocedural CFG generated for getReward_TOD35[0m
[36m[#] Interprocedural CFG generation started for transfer[0m
[36m[#] Interprocedural CFG generated for transfer[0m
[36m[#] Interprocedural CFG generation started for setReward_TOD40[0m
[36m[#] Interprocedural CFG generated for setReward_TOD40[0m
[36m[#] Interprocedural CFG generation started for claimReward_TOD40[0m
[36m[#] Interprocedural CFG generated for claimReward_TOD40[0m
[36m[#] Interprocedural CFG generation started for play_TOD13[0m
[36m[#] Interprocedural CFG generated for play_TOD13[0m
[36m[#] Interprocedural CFG generation started for getReward_TOD13[0m
[36m[#] Interprocedural CFG generated for getReward_TOD13[0m
[36m[#] Interprocedural CFG generation started for setReward_TOD36[0m
[36m[#] Interprocedural CFG generated for setReward_TOD36[0m
[36m[#] Interprocedural CFG generation started for claimReward_TOD36[0m
[36m[#] Interprocedural CFG generated for claimReward_TOD36[0m
[36m[#] Interprocedural CFG generation started for approve[0m
[36m[#] Interprocedural CFG generated for approve[0m
[36m[#] Interprocedural CFG generation started for play_TOD33[0m
[36m[#] Interprocedural CFG generated for play_TOD33[0m
[36m[#] Interprocedural CFG generation started for getReward_TOD33[0m
[36m[#] Interprocedural CFG generated for getReward_TOD33[0m
[36m[#] Interprocedural CFG generation started for transferFrom[0m
[36m[#] Interprocedural CFG generated for transferFrom[0m
[36m[#] Interprocedural CFG generation started for play_TOD27[0m
[36m[#] Interprocedural CFG generated for play_TOD27[0m
[36m[#] Interprocedural CFG generation started for getReward_TOD27[0m
[36m[#] Interprocedural CFG generated for getReward_TOD27[0m
[36m[#] SDG generation started for setReward_TOD14[0m
[36m[#] SDG generated for setReward_TOD14[0m
[36m[#] SDG generation started for claimReward_TOD14[0m
[36m[#] SDG generated for claimReward_TOD14[0m
[36m[#] SDG generation started for setReward_TOD30[0m
[36m[#] SDG generated for setReward_TOD30[0m
[36m[#] SDG generation started for claimReward_TOD30[0m
[36m[#] SDG generated for claimReward_TOD30[0m
[36m[#] SDG generation started for setReward_TOD8[0m
[36m[#] SDG generated for setReward_TOD8[0m
[36m[#] SDG generation started for claimReward_TOD8[0m
[36m[#] SDG generated for claimReward_TOD8[0m
[36m[#] SDG generation started for play_TOD39[0m
[36m[#] SDG generated for play_TOD39[0m
[36m[#] SDG generation started for getReward_TOD39[0m
[36m[#] SDG generated for getReward_TOD39[0m
[36m[#] SDG generation started for play_TOD31[0m
[36m[#] SDG generated for play_TOD31[0m
[36m[#] SDG generation started for getReward_TOD31[0m
[36m[#] SDG generated for getReward_TOD31[0m
[36m[#] SDG generation started for constructor[0m
[36m[#] SDG generated for constructor[0m
[36m[#] SDG generation started for play_TOD35[0m
[36m[#] SDG generated for play_TOD35[0m
[36m[#] SDG generation started for getReward_TOD35[0m
[36m[#] SDG generated for getReward_TOD35[0m
[36m[#] SDG generation started for transfer[0m
[36m[#] SDG generated for transfer[0m
[36m[#] SDG generation started for setReward_TOD40[0m
[36m[#] SDG generated for setReward_TOD40[0m
[36m[#] SDG generation started for claimReward_TOD40[0m
[36m[#] SDG generated for claimReward_TOD40[0m
[36m[#] SDG generation started for play_TOD13[0m
[36m[#] SDG generated for play_TOD13[0m
[36m[#] SDG generation started for getReward_TOD13[0m
[36m[#] SDG generated for getReward_TOD13[0m
[36m[#] SDG generation started for setReward_TOD36[0m
[36m[#] SDG generated for setReward_TOD36[0m
[36m[#] SDG generation started for claimReward_TOD36[0m
[36m[#] SDG generated for claimReward_TOD36[0m
[36m[#] SDG generation started for approve[0m
[36m[#] SDG generated for approve[0m
[36m[#] SDG generation started for play_TOD33[0m
[36m[#] SDG generated for play_TOD33[0m
[36m[#] SDG generation started for getReward_TOD33[0m
[36m[#] SDG generated for getReward_TOD33[0m
[36m[#] SDG generation started for transferFrom[0m
[36m[#] SDG generated for transferFrom[0m
[36m[#] SDG generation started for play_TOD27[0m
[36m[#] SDG generated for play_TOD27[0m
[36m[#] SDG generation started for getReward_TOD27[0m
[36m[#] SDG generated for getReward_TOD27[0m
[INFO] | 2026-06-21 07:21:53 PM | analyzer.buggy_39 | Symbolic execution took 2.658152 seconds
[INFO] | 2026-06-21 07:21:53 PM | analyzer.buggy_39 | Symbolic execution finished!
[INFO] | 2026-06-21 07:21:53 PM | analyzer.buggy_39 | Analysis finished!
[INFO] | 2026-06-21 07:21:53 PM | analyzer.buggy_39 | Analysis took 3.245857 seconds
[INFO] | 2026-06-21 07:21:53 PM | analyzer.buggy_39 | Analysis finished at: 2026-06-21 07:21:53 PM
[36m[#] Analysis took 3.245857 seconds[0m
[36m[#] Analysis completed: buggy_39.sol [0m

=== dependency_info.json ===
{
    "buggy_39.sol": [
        {
            "attack_type": "TOD",
            "composed_functions": [
                "setReward_TOD14",
                "setReward_TOD14"
            ],
            "First_function": "setReward_TOD14",
            "Second_function": "setReward_TOD14",
            "dependencies": [
                {
                    "path": [
                        "\"BlockID: 133\nFunction: setReward_TOD14\nNode: \nEXPRESSION reward_TOD14 = msg.value\nIRS: \nreward_TOD14 := msg.value\"",
                        "\"BlockID: 4\nFunction: setReward_TOD14\nNode: \nEXPRESSION owner_TOD14.transfer(reward_TOD14)\nIRS: \nTransfer dest:owner_TOD14 value:reward_TOD14\""
                    ],
                    "state_variable": "reward_TOD14"
                }
            ]
        },
        {
            "attack_type": "TOD",
            "composed_functions": [
                "setReward_TOD14",
                "claimReward_TOD14"
            ],
            "First_function": "claimReward_TOD14",
            "Second_function": "setReward_TOD14",
            "dependencies": [
                {
                    "path": [
                        "\"BlockID: 10\nFunction: claimReward_TOD14\nNode: \nEXPRESSION claimed_TOD14 = true\nIRS: \nclaimed_TOD14 := true\"",
                        "\"BlockID: 2\nFunction: setReward_TOD14\nNode: \nEXPRESSION require(bool)(! claimed_TOD14)\nIRS: \nTMP_1 = SOLIDITY_CALL require(bool)(TMP_0)\""
                    ],
                    "state_variable": "claimed_TOD14"
                }
            ]
        },
        {
            "attack_type": "TOD",
            "composed_functions": [
                "claimReward_TOD14",
                "setReward_TOD14"
            ],
            "First_function": "setReward_TOD14",
            "Second_function": "claimReward_TOD14",
            "dependencies": [
                {
                    "path": [
                        "\"BlockID: 5\nFunction: setReward_TOD14\nNode: \nEXPRESSION reward_TOD14 = msg.value\nIRS: \nreward_TOD14 := msg.value\"",
                        "\"BlockID: 9\nFunction: claimReward_TOD14\nNode: \nEXPRESSION msg.sender.transfer(reward_TOD14)\nIRS: \nTransfer dest:msg.sender value:reward_TOD14\""
                    ],
                    "state_variable": "reward_TOD14"
                }
            ]
        },
        {
            "attack_type": "TOD",
            "composed_functions": [
                "claimReward_TOD14",
                "claimReward_TOD14"
            ],
            "First_function": "claimReward_TOD14",
            "Second_function": "claimReward_TOD14",
            "dependencies": [
                {
                    "path": [
                        "\"BlockID: 138\nFunction: claimReward_TOD14\nNode: \nEXPRESSION claimed_TOD14 = true\nIRS: \nclaimed_TOD14 := true\"",
                        "\"BlockID: 7\nFunction: claimReward_TOD14\nNode: \nEXPRESSION require(bool)(! claimed_TOD14)\nIRS: \nTMP_6 = SOLIDITY_CALL require(bool)(TMP_5)\""
                    ],
                    "state_variable": "claimed_TOD14"
                }
            ]
        },
        {
            "attack_type": "TOD",
            "composed_functions": [
                "setReward_TOD30",
                "setReward_TOD30"
            ],
            "First_function": "setReward_TOD30",
            "Second_function": "setReward_TOD30",
            "dependencies": [
                {
                    "path": [
                        "\"BlockID: 143\nFunction: setReward_TOD30\nNode: \nEXPRESSION reward_TOD30 = msg.value\nIRS: \nreward_TOD30 := msg.value\"",
                        "\"BlockID: 14\nFunction: setReward_TOD30\nNode: \nEXPRESSION owner_TOD30.transfer(reward_TOD30)\nIRS: \nTransfer dest:owner_TOD30 value:reward_TOD30\""
                    ],
                    "state_variable": "reward_TOD30"
                }
            ]
        },
        {
            "attack_type": "TOD",
            "composed_functions": [
                "setReward_TOD30",
                "claimReward_TOD30"
            ],
            "First_function": "claimReward_TOD30",
            "Second_function": "setReward_TOD30",
            "dependencies": [
                {
                    "path": [
                        "\"BlockID: 20\nFunction: claimReward_TOD30\nNode: \nEXPRESSION claimed_TOD30 = true\nIRS: \nclaimed_TOD30 := true\"",
                        "\"BlockID: 12\nFunction: setReward_TOD30\nNode: \nEXPRESSION require(bool)(! claimed_TOD30)\nIRS: \nTMP_11 = SOLIDITY_CALL require(bool)(TMP_10)\""
                    ],
                    "state_variable": "claimed_TOD30"
                }
            ]
        },
        {
            "attack_type": "TOD",
            "composed_functions": [
                "claimReward_TOD30",
                "setReward_TOD30"
            ],
            "First_function": "setReward_TOD30",
            "Second_function": "claimReward_TOD30",
            "dependencies": [
                {
                    "path": [
                        "\"BlockID: 15\nFunction: setReward_TOD30\nNode: \nEXPRESSION reward_TOD30 = msg.value\nIRS: \nreward_TOD30 := msg.value\"",
                        "\"BlockID: 19\nFunction: claimReward_TOD30\nNode: \nEXPRESSION msg.sender.transfer(reward_TOD30)\nIRS: \nTransfer dest:msg.sender value:reward_TOD30\""
                    ],
                    "state_variable": "reward_TOD30"
                }
            ]
        },
        {
            "attack_type": "TOD",
            "composed_functions": [
                "claimReward_TOD30",
                "claimReward_TOD30"
            ],
            "First_function": "claimReward_TOD30",
            "Second_function": "claimReward_TOD30",
            "dependencies": [
                {
                    "path": [
                        "\"BlockID: 148\nFunction: claimReward_TOD30\nNode: \nEXPRESSION claimed_TOD30 = true\nIRS: \nclaimed_TOD30 := true\"",
                        "\"BlockID: 17\nFunction: claimReward_TOD30\nNode: \nEXPRESSION require(bool)(! claimed_TOD30)\nIRS: \nTMP_16 = SOLIDITY_CALL require(bool)(TMP_15)\""
                    ],
                    "state_variable": "claimed_TOD30"
                }
            ]
        },
        {
            "attack_type": "TOD",
            "composed_functions": [
                "setReward_TOD8",
                "setReward_TOD8"
            ],
            "First_function": "setReward_TOD8",
