
===== REENTRANCY (Box domain, transformed source) =====
ENTRY 1 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 2 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 2 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 2 VariableDeclaration_3 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 2 VariableDeclaration_3 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 2 VariableDeclaration_4 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 2 VariableDeclaration_4 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 2 ModifierDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 2 ModifierDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 2 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 2 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 2 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 2 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 2 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 2 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 2 IfStatement_0 [[-10.0,100.0], [10.0,10.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 2 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 2 ExpressionStatement_1 [[-10.0,100.0], [10.0,10.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 2 ExpressionStatement_1 [[-20.0,90.0], [10.0,10.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
ENTRY 2 ExpressionStatement_2 [[-20.0,90.0], [10.0,10.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 2 ExpressionStatement_2 [[-20.0,90.0], [20.0,20.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
ENTRY 2 IfConditionJoin_0 [[-20.0,100.0], [10.0,20.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 2 IfConditionJoin_0 [[-20.0,100.0], [10.0,20.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
ENTRY 2 ExpressionStatement_3 [[-20.0,100.0], [10.0,20.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 2 ExpressionStatement_3 [[-20.0,100.0], [10.0,20.0], [0.0,0.0], [10.0,10.0], [0.0,0.0]]
ENTRY 2 FunctionExit_0 [[-20.0,100.0], [10.0,20.0], [0.0,0.0], [10.0,10.0], [0.0,0.0]]
EXIT 2 FunctionExit_0 [[-20.0,100.0], [10.0,20.0], [0.0,0.0], [10.0,10.0], [0.0,0.0]]
ENTRY 3 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 3 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 3 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 3 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 3 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 3 SourceExit_0 [[-20.0,100.0], [10.0,20.0], [0.0,0.0], [10.0,40.0], [0.0,0.0]]
EXIT 3 SourceExit_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 3 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 3 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 3 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 3 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 3 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 3 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 3 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 3 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 3 VariableDeclaration_3 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 3 VariableDeclaration_3 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 3 VariableDeclaration_4 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 3 VariableDeclaration_4 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 3 ModifierDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 3 ModifierDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 3 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 3 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 3 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 3 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 3 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 3 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 3 IfStatement_0 [[-20.0,100.0], [10.0,20.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 3 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 3 ExpressionStatement_1 [[-20.0,100.0], [10.0,20.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 3 ExpressionStatement_1 [[-30.0,90.0], [10.0,20.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
ENTRY 3 ExpressionStatement_2 [[-30.0,90.0], [10.0,20.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 3 ExpressionStatement_2 [[-30.0,90.0], [20.0,30.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
ENTRY 3 IfConditionJoin_0 [[-30.0,100.0], [10.0,30.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 3 IfConditionJoin_0 [[-30.0,100.0], [10.0,30.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
ENTRY 3 ExpressionStatement_3 [[-30.0,100.0], [10.0,30.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 3 ExpressionStatement_3 [[-30.0,100.0], [10.0,30.0], [0.0,0.0], [10.0,10.0], [0.0,0.0]]
ENTRY 3 FunctionExit_0 [[-30.0,100.0], [10.0,30.0], [0.0,0.0], [10.0,10.0], [0.0,0.0]]
EXIT 3 FunctionExit_0 [[-30.0,100.0], [10.0,30.0], [0.0,0.0], [10.0,10.0], [0.0,0.0]]
ENTRY 4 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 4 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 4 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 4 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 4 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 4 SourceExit_0 [[-30.0,100.0], [10.0,30.0], [0.0,0.0], [10.0,40.0], [0.0,0.0]]
EXIT 4 SourceExit_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 4 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 4 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 4 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 4 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 4 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 4 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 4 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 4 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 4 VariableDeclaration_3 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 4 VariableDeclaration_3 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 4 VariableDeclaration_4 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 4 VariableDeclaration_4 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 4 ModifierDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 4 ModifierDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 4 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 4 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 4 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 4 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 4 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 4 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 4 IfStatement_0 [[-30.0,100.0], [10.0,30.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 4 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 4 ExpressionStatement_1 [[-30.0,100.0], [10.0,30.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 4 ExpressionStatement_1 [[-40.0,90.0], [10.0,30.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
ENTRY 4 ExpressionStatement_2 [[-40.0,90.0], [10.0,30.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 4 ExpressionStatement_2 [[-40.0,90.0], [20.0,40.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
ENTRY 4 IfConditionJoin_0 [[-40.0,100.0], [10.0,40.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 4 IfConditionJoin_0 [[-40.0,100.0], [10.0,40.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
ENTRY 4 ExpressionStatement_3 [[-40.0,100.0], [10.0,40.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 4 ExpressionStatement_3 [[-40.0,100.0], [10.0,40.0], [0.0,0.0], [10.0,10.0], [0.0,0.0]]
ENTRY 4 FunctionExit_0 [[-40.0,100.0], [10.0,40.0], [0.0,0.0], [10.0,10.0], [0.0,0.0]]
EXIT 4 FunctionExit_0 [[-40.0,100.0], [10.0,40.0], [0.0,0.0], [10.0,10.0], [0.0,0.0]]
ENTRY 5 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 5 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 5 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 5 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 5 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 5 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 5 SourceExit_0 [[-40.0,100.0], [10.0,40.0], [0.0,0.0], [10.0,40.0], [0.0,0.0]]
EXIT 5 SourceExit_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 5 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 5 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 5 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 5 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 5 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 5 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 5 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 5 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 5 VariableDeclaration_3 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 5 VariableDeclaration_3 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 5 VariableDeclaration_4 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 5 VariableDeclaration_4 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 5 ModifierDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 5 ModifierDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 5 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 5 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 5 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 5 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 5 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 5 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 5 IfStatement_0 [[-40.0,100.0], [10.0,40.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 5 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 5 ExpressionStatement_1 [[-40.0,100.0], [10.0,40.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 5 ExpressionStatement_1 [[-50.0,90.0], [10.0,40.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
ENTRY 5 ExpressionStatement_2 [[-50.0,90.0], [10.0,40.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 5 ExpressionStatement_2 [[-50.0,90.0], [20.0,50.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
ENTRY 5 IfConditionJoin_0 [[-50.0,100.0], [10.0,50.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 5 IfConditionJoin_0 [[-50.0,100.0], [10.0,50.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
ENTRY 5 ExpressionStatement_3 [[-50.0,100.0], [10.0,50.0], [0.0,0.0], [0.0,40.0], [0.0,0.0]]
EXIT 5 ExpressionStatement_3 [[-50.0,100.0], [10.0,50.0], [0.0,0.0], [10.0,10.0], [0.0,0.0]]
ENTRY 5 FunctionExit_0 [[-50.0,100.0], [10.0,50.0], [0.0,0.0], [10.0,10.0], [0.0,0.0]]
EXIT 5 FunctionExit_0 [[-50.0,100.0], [10.0,50.0], [0.0,0.0], [10.0,10.0], [0.0,0.0]]
ENTRY 6 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 6 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 6 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 6 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 6 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 6 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 6 SourceExit_0 [[-50.0,100.0], [10.0,50.0], [0.0,0.0], [10.0,40.0], [0.0,0.0]]
EXIT 6 SourceExit_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
ENTRY 6 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
EXIT 6 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [0.0,0.0], [40.0,40.0], [0.0,0.0]]
