filename,reentrancy,overflow,timestamp,tod,duration_s,exit_status,solc_version,raw_output_path
00_Basic_ree1.sol,1,0,0,0,11.2,OK,auto,results/ours/rsd/raw_output/00_Basic_ree1.txt
00_Basic_safe1.sol,0,0,0,0,1.8,OK,auto,results/ours/rsd/raw_output/00_Basic_safe1.txt
01_SingleMutexFoldUnderflow_ree1.sol,1,0,0,0,11.3,OK,auto,results/ours/rsd/raw_output/01_SingleMutexFoldUnderflow_ree1.txt
01_SingleMutexFoldUnderflow_safe1.sol,1,0,0,0,1.8,OK,auto,results/ours/rsd/raw_output/01_SingleMutexFoldUnderflow_safe1.txt
01_SingleMutexFold_ree1.sol,1,0,0,0,11.2,OK,auto,results/ours/rsd/raw_output/01_SingleMutexFold_ree1.txt
01_SingleMutexFold_ree2.sol,1,0,0,1,11.3,OK,auto,results/ours/rsd/raw_output/01_SingleMutexFold_ree2.txt
01_SingleMutexFold_ree3.sol,1,0,0,0,11.3,OK,auto,results/ours/rsd/raw_output/01_SingleMutexFold_ree3.txt
01_SingleMutexFold_safe1.sol,1,0,0,0,11.4,OK,auto,results/ours/rsd/raw_output/01_SingleMutexFold_safe1.txt
01_SingleMutex_ree1.sol,1,0,0,1,11.3,OK,auto,results/ours/rsd/raw_output/01_SingleMutex_ree1.txt
01_SingleMutex_ree2.sol,1,0,0,1,11.3,OK,auto,results/ours/rsd/raw_output/01_SingleMutex_ree2.txt
01_SingleMutex_safe1.sol,1,0,0,1,11.4,OK,auto,results/ours/rsd/raw_output/01_SingleMutex_safe1.txt
01_SingleMutex_safe2.sol,0,0,0,1,1.8,OK,auto,results/ours/rsd/raw_output/01_SingleMutex_safe2.txt
02_CrossMutexUnchecked_ree1.sol,1,0,0,1,1.9,OK,auto,results/ours/rsd/raw_output/02_CrossMutexUnchecked_ree1.txt
02_CrossMutexUnchecked_safe1.sol,0,0,0,1,1.9,OK,auto,results/ours/rsd/raw_output/02_CrossMutexUnchecked_safe1.txt
02_CrossMutexUnderflow_ree1.sol,1,0,0,1,11.3,OK,auto,results/ours/rsd/raw_output/02_CrossMutexUnderflow_ree1.txt
02_CrossMutexUnderflow_safe1.sol,1,0,0,0,1.8,OK,auto,results/ours/rsd/raw_output/02_CrossMutexUnderflow_safe1.txt
02_CrossMutex_ree1.sol,1,0,0,1,11.3,OK,auto,results/ours/rsd/raw_output/02_CrossMutex_ree1.txt
02_CrossMutex_ree2.sol,1,0,0,1,1.7,OK,auto,results/ours/rsd/raw_output/02_CrossMutex_ree2.txt
02_CrossMutex_safe1.sol,1,0,0,1,1.7,OK,auto,results/ours/rsd/raw_output/02_CrossMutex_safe1.txt
02_CrossMutex_safe2.sol,0,0,0,1,1.8,OK,auto,results/ours/rsd/raw_output/02_CrossMutex_safe2.txt
03_SingleModFoldUnderflow_ree1.sol,1,0,0,0,11.2,OK,auto,results/ours/rsd/raw_output/03_SingleModFoldUnderflow_ree1.txt
03_SingleModFoldUnderflow_safe1.sol,1,0,0,0,1.7,OK,auto,results/ours/rsd/raw_output/03_SingleModFoldUnderflow_safe1.txt
03_SingleModFold_ree1.sol,1,0,0,0,11.2,OK,auto,results/ours/rsd/raw_output/03_SingleModFold_ree1.txt
03_SingleModFold_ree2.sol,1,0,0,0,11.3,OK,auto,results/ours/rsd/raw_output/03_SingleModFold_ree2.txt
03_SingleModFold_ree3.sol,1,0,0,0,11.3,OK,auto,results/ours/rsd/raw_output/03_SingleModFold_ree3.txt
03_SingleModFold_safe1.sol,1,0,0,0,11.3,OK,auto,results/ours/rsd/raw_output/03_SingleModFold_safe1.txt
03_SingleModUnderflow_ree1.sol,1,0,0,0,11.2,OK,auto,results/ours/rsd/raw_output/03_SingleModUnderflow_ree1.txt
03_SingleModUnderflow_safe1.sol,1,0,0,1,11.3,OK,auto,results/ours/rsd/raw_output/03_SingleModUnderflow_safe1.txt
03_SingleMod_ree1.sol,1,0,0,1,11.2,OK,auto,results/ours/rsd/raw_output/03_SingleMod_ree1.txt
03_SingleMod_ree2.sol,1,0,0,0,11.2,OK,auto,results/ours/rsd/raw_output/03_SingleMod_ree2.txt
03_SingleMod_ree3.sol,1,0,0,1,11.2,OK,auto,results/ours/rsd/raw_output/03_SingleMod_ree3.txt
03_SingleMod_safe1.sol,1,0,0,1,11.3,OK,auto,results/ours/rsd/raw_output/03_SingleMod_safe1.txt
03_SingleMod_safe2.sol,0,0,0,0,1.7,OK,auto,results/ours/rsd/raw_output/03_SingleMod_safe2.txt
04_CrossModFoldUnderflow_safe1.sol,1,0,0,0,1.9,OK,auto,results/ours/rsd/raw_output/04_CrossModFoldUnderflow_safe1.txt
04_CrossModFold_ree1.sol,1,0,0,0,1.9,OK,auto,results/ours/rsd/raw_output/04_CrossModFold_ree1.txt
04_CrossModFold_ree2.sol,1,0,0,0,1.9,OK,auto,results/ours/rsd/raw_output/04_CrossModFold_ree2.txt
04_CrossModFold_ree3.sol,1,0,0,0,1.9,OK,auto,results/ours/rsd/raw_output/04_CrossModFold_ree3.txt
04_CrossModFold_safe1.sol,1,0,0,0,1.9,OK,auto,results/ours/rsd/raw_output/04_CrossModFold_safe1.txt
04_CrossMod_ree1.sol,1,0,0,0,11.2,OK,auto,results/ours/rsd/raw_output/04_CrossMod_ree1.txt
04_CrossMod_ree2.sol,1,0,0,0,11.2,OK,auto,results/ours/rsd/raw_output/04_CrossMod_ree2.txt
04_CrossMod_ree3.sol,1,0,0,0,11.3,OK,auto,results/ours/rsd/raw_output/04_CrossMod_ree3.txt
04_CrossMod_ree4.sol,1,0,0,0,11.3,OK,auto,results/ours/rsd/raw_output/04_CrossMod_ree4.txt
04_CrossMod_ree5.sol,1,0,0,0,11.3,OK,auto,results/ours/rsd/raw_output/04_CrossMod_ree5.txt
04_CrossMod_safe1.sol,0,0,0,0,1.7,OK,auto,results/ours/rsd/raw_output/04_CrossMod_safe1.txt
04_CrossMod_safe2.sol,1,0,0,0,11.3,OK,auto,results/ours/rsd/raw_output/04_CrossMod_safe2.txt
04_CrossMod_safe3.sol,1,0,0,0,1.9,OK,auto,results/ours/rsd/raw_output/04_CrossMod_safe3.txt
05_SendEmitUnchecked_safe1.sol,0,0,0,1,1.1,OK,auto,results/ours/rsd/raw_output/05_SendEmitUnchecked_safe1.txt
05_SendEmit_safe1.sol,0,0,0,1,1.1,OK,auto,results/ours/rsd/raw_output/05_SendEmit_safe1.txt
05_SendUnchecked_safe1.sol,0,0,0,0,1.1,OK,auto,results/ours/rsd/raw_output/05_SendUnchecked_safe1.txt
05_Send_safe1.sol,0,0,0,0,1.1,OK,auto,results/ours/rsd/raw_output/05_Send_safe1.txt
05_Send_safe2.sol,0,0,0,0,1.1,OK,auto,results/ours/rsd/raw_output/05_Send_safe2.txt
05_Send_safe3.sol,0,0,0,0,1.1,OK,auto,results/ours/rsd/raw_output/05_Send_safe3.txt
06_TransferUnchecked_safe1.sol,0,0,0,0,1.2,OK,auto,results/ours/rsd/raw_output/06_TransferUnchecked_safe1.txt
06_TransferUnchecked_safe2.sol,0,0,0,0,1.2,OK,auto,results/ours/rsd/raw_output/06_TransferUnchecked_safe2.txt
06_Transfer_safe1.sol,0,0,0,0,1.2,OK,auto,results/ours/rsd/raw_output/06_Transfer_safe1.txt
06_Transfer_safe2.sol,0,0,0,0,1.1,OK,auto,results/ours/rsd/raw_output/06_Transfer_safe2.txt
07_MixedSendFoldEmit_ree1.sol,1,0,0,0,1.9,OK,auto,results/ours/rsd/raw_output/07_MixedSendFoldEmit_ree1.txt
07_MixedSendFoldEmit_safe1.sol,1,0,0,0,2.1,OK,auto,results/ours/rsd/raw_output/07_MixedSendFoldEmit_safe1.txt
07_MixedSendFold_ree1.sol,1,0,0,0,2.0,OK,auto,results/ours/rsd/raw_output/07_MixedSendFold_ree1.txt
07_MixedSendFold_safe1.sol,1,0,0,0,2.0,OK,auto,results/ours/rsd/raw_output/07_MixedSendFold_safe1.txt
07_MixedSend_ree1.sol,1,0,0,0,11.3,OK,auto,results/ours/rsd/raw_output/07_MixedSend_ree1.txt
07_MixedSend_safe1.sol,0,0,0,0,11.4,OK,auto,results/ours/rsd/raw_output/07_MixedSend_safe1.txt
08_MixedTransferEmit_ree1.sol,1,0,0,0,11.3,OK,auto,results/ours/rsd/raw_output/08_MixedTransferEmit_ree1.txt
08_MixedTransferEmit_safe1.sol,0,0,0,0,11.4,OK,auto,results/ours/rsd/raw_output/08_MixedTransferEmit_safe1.txt
08_MixedTransfer_ree1.sol,1,0,0,0,11.2,OK,auto,results/ours/rsd/raw_output/08_MixedTransfer_ree1.txt
08_MixedTransfer_safe1.sol,0,0,0,0,11.3,OK,auto,results/ours/rsd/raw_output/08_MixedTransfer_safe1.txt
09_ERC20InheritMod_ree1.sol,1,1,0,1,1.5,OK,auto,results/ours/rsd/raw_output/09_ERC20InheritMod_ree1.txt
09_ERC20InheritMod_ree2.sol,1,1,0,1,1.5,OK,auto,results/ours/rsd/raw_output/09_ERC20InheritMod_ree2.txt
09_ERC20InheritMod_ree3.sol,1,1,0,1,1.5,OK,auto,results/ours/rsd/raw_output/09_ERC20InheritMod_ree3.txt
09_ERC20InheritMod_safe1.sol,0,1,0,1,1.6,OK,auto,results/ours/rsd/raw_output/09_ERC20InheritMod_safe1.txt
09_ERC20Inherit_ree1.sol,1,1,0,1,1.7,OK,auto,results/ours/rsd/raw_output/09_ERC20Inherit_ree1.txt
09_ERC20Inherit_safe1.sol,0,1,0,1,1.6,OK,auto,results/ours/rsd/raw_output/09_ERC20Inherit_safe1.txt
09_ERC20Mod_ree1.sol,1,1,0,0,1.2,OK,auto,results/ours/rsd/raw_output/09_ERC20Mod_ree1.txt
09_ERC20Mod_ree2.sol,1,1,0,0,1.2,OK,auto,results/ours/rsd/raw_output/09_ERC20Mod_ree2.txt
09_ERC20Mod_ree3.sol,1,1,0,0,1.2,OK,auto,results/ours/rsd/raw_output/09_ERC20Mod_ree3.txt
09_ERC20Mod_safe1.sol,0,1,0,0,1.1,OK,auto,results/ours/rsd/raw_output/09_ERC20Mod_safe1.txt
09_ERC20OnlyOnce_ree1.sol,1,0,0,0,1.2,OK,auto,results/ours/rsd/raw_output/09_ERC20OnlyOnce_ree1.txt
09_ERC20OnlyOnce_safe1.sol,1,0,0,0,1.1,OK,auto,results/ours/rsd/raw_output/09_ERC20OnlyOnce_safe1.txt
09_ERC20OnlyOnce_safe2.sol,0,0,0,0,1.1,OK,auto,results/ours/rsd/raw_output/09_ERC20OnlyOnce_safe2.txt
09_ERC20StakingPullMod_ree1.sol,1,1,0,1,1.3,OK,auto,results/ours/rsd/raw_output/09_ERC20StakingPullMod_ree1.txt
09_ERC20StakingPullMod_ree2.sol,1,1,0,1,1.3,OK,auto,results/ours/rsd/raw_output/09_ERC20StakingPullMod_ree2.txt
09_ERC20StakingPullMod_safe1.sol,1,1,0,1,1.3,OK,auto,results/ours/rsd/raw_output/09_ERC20StakingPullMod_safe1.txt
09_ERC20StakingPull_ree1.sol,1,1,0,1,1.3,OK,auto,results/ours/rsd/raw_output/09_ERC20StakingPull_ree1.txt
09_ERC20StakingPull_safe1.sol,0,1,0,1,1.2,OK,auto,results/ours/rsd/raw_output/09_ERC20StakingPull_safe1.txt
09_ERC20StakingPull_safe2.sol,0,1,0,1,1.2,OK,auto,results/ours/rsd/raw_output/09_ERC20StakingPull_safe2.txt
09_ERC20Staking_ree1.sol,1,0,0,0,1.2,OK,auto,results/ours/rsd/raw_output/09_ERC20Staking_ree1.txt
09_ERC20Staking_ree2.sol,1,0,0,1,1.2,OK,auto,results/ours/rsd/raw_output/09_ERC20Staking_ree2.txt
09_ERC20Staking_ree3.sol,1,0,0,1,1.3,OK,auto,results/ours/rsd/raw_output/09_ERC20Staking_ree3.txt
09_ERC20Staking_safe1.sol,0,0,0,1,1.3,OK,auto,results/ours/rsd/raw_output/09_ERC20Staking_safe1.txt
09_ERC20Staking_safe2.sol,0,0,0,1,1.3,OK,auto,results/ours/rsd/raw_output/09_ERC20Staking_safe2.txt
09_ERC20Staking_safe3.sol,0,0,0,1,1.1,OK,auto,results/ours/rsd/raw_output/09_ERC20Staking_safe3.txt
09_ERC20Staticcall_ree1.sol,1,0,0,0,1.2,OK,auto,results/ours/rsd/raw_output/09_ERC20Staticcall_ree1.txt
09_ERC20_ree1.sol,1,0,0,0,1.2,OK,auto,results/ours/rsd/raw_output/09_ERC20_ree1.txt
09_ERC20_ree2.sol,1,1,0,0,1.3,OK,auto,results/ours/rsd/raw_output/09_ERC20_ree2.txt
09_ERC20_safe1.sol,0,1,0,1,1.6,OK,auto,results/ours/rsd/raw_output/09_ERC20_safe1.txt
09_ERC20_safe2.sol,0,1,0,1,1.6,OK,auto,results/ours/rsd/raw_output/09_ERC20_safe2.txt
09_ERC20_safe3.sol,0,1,0,0,1.5,OK,auto,results/ours/rsd/raw_output/09_ERC20_safe3.txt
09_ERC20_safe4.sol,0,1,0,0,1.2,OK,auto,results/ours/rsd/raw_output/09_ERC20_safe4.txt
10_OnlyOnce_safe1.sol,0,0,0,0,1.7,OK,auto,results/ours/rsd/raw_output/10_OnlyOnce_safe1.txt
10_OnlyOnce_safe2.sol,1,0,0,0,11.3,OK,auto,results/ours/rsd/raw_output/10_OnlyOnce_safe2.txt
11_ProxyStaticcall_safe1.sol,0,0,0,0,1.1,OK,auto,results/ours/rsd/raw_output/11_ProxyStaticcall_safe1.txt
11_Proxy_safe1.sol,0,0,0,0,2.0,OK,auto,results/ours/rsd/raw_output/11_Proxy_safe1.txt
11_Proxy_safe2.sol,0,0,0,0,1.7,OK,auto,results/ours/rsd/raw_output/11_Proxy_safe2.txt
12_OnlyOwner_ree1.sol,1,0,-1,0,0.4,PARTIAL(some_skipped),auto,results/ours/rsd/raw_output/12_OnlyOwner_ree1.txt
12_OnlyOwner_safe1.sol,1,0,-1,0,0.3,PARTIAL(some_skipped),auto,results/ours/rsd/raw_output/12_OnlyOwner_safe1.txt
13_LoopCrossMod_ree1.sol,1,0,0,1,2.4,OK,auto,results/ours/rsd/raw_output/13_LoopCrossMod_ree1.txt
13_LoopCrossMod_ree2.sol,1,0,0,1,2.4,OK,auto,results/ours/rsd/raw_output/13_LoopCrossMod_ree2.txt
13_LoopCrossMod_ree3.sol,1,0,0,1,2.4,OK,auto,results/ours/rsd/raw_output/13_LoopCrossMod_ree3.txt
13_LoopCrossMod_safe1.sol,1,0,0,1,2.4,OK,auto,results/ours/rsd/raw_output/13_LoopCrossMod_safe1.txt
13_LoopCrossMutex_ree1.sol,1,0,0,1,2.4,OK,auto,results/ours/rsd/raw_output/13_LoopCrossMutex_ree1.txt
13_LoopCrossMutex_safe1.sol,0,0,0,1,2.2,OK,auto,results/ours/rsd/raw_output/13_LoopCrossMutex_safe1.txt
13_LoopCrossMutex_safe2.sol,1,0,0,1,2.4,OK,auto,results/ours/rsd/raw_output/13_LoopCrossMutex_safe2.txt
13_Loop_ree1.sol,1,0,0,0,2.4,OK,auto,results/ours/rsd/raw_output/13_Loop_ree1.txt
13_Loop_safe1.sol,0,0,0,0,2.2,OK,auto,results/ours/rsd/raw_output/13_Loop_safe1.txt
14_ReadOnly_safe1.sol,0,0,0,0,1.2,OK,auto,results/ours/rsd/raw_output/14_ReadOnly_safe1.txt
15_ReadOnlyStaticcall_ree1.sol,1,0,0,0,1.2,OK,auto,results/ours/rsd/raw_output/15_ReadOnlyStaticcall_ree1.txt
15_ReadOnlyStaticcall_safe1.sol,0,0,0,0,1.2,OK,auto,results/ours/rsd/raw_output/15_ReadOnlyStaticcall_safe1.txt
15_ReadOnly_ree1.sol,1,0,0,0,1.2,OK,auto,results/ours/rsd/raw_output/15_ReadOnly_ree1.txt
15_ReadOnly_ree2.sol,1,0,0,0,1.1,OK,auto,results/ours/rsd/raw_output/15_ReadOnly_ree2.txt
15_ReadOnly_safe2.sol,0,0,0,1,1.3,OK,auto,results/ours/rsd/raw_output/15_ReadOnly_safe2.txt
