
===== OVERFLOW / UNDERFLOW (Box domain, original source) =====
ENTRY 1 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionExit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionExit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 ContractDefinition_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 ContractDefinition_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 UsingForDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 UsingForDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 VariableDeclaration_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 VariableDeclaration_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionDefinition_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionDefinition_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionEntry_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionEntry_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 IfStatement_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 2 IfStatement_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 IfStatement_1 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 2 ExpressionStatement_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 ExpressionStatement_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 IfConditionJoin_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 IfConditionJoin_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 IfConditionJoin_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 IfConditionJoin_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionExit_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionExit_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 SourceUnit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 SourceUnit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 PragmaDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 PragmaDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 SourceExit_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 SourceExit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 ContractDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 ContractDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 ExpressionStatement_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 ExpressionStatement_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 Return_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 Return_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionExit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionExit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 ContractDefinition_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 ContractDefinition_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 UsingForDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 UsingForDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 VariableDeclaration_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 VariableDeclaration_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionDefinition_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionDefinition_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionEntry_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionEntry_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 IfStatement_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 3 IfStatement_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 IfStatement_1 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 3 ExpressionStatement_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 ExpressionStatement_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 IfConditionJoin_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 IfConditionJoin_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 IfConditionJoin_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 IfConditionJoin_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionExit_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionExit_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
