
===== OVERFLOW / UNDERFLOW (Box domain, original source) =====
ENTRY 1 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 VariableDeclarationStatement_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 VariableDeclarationStatement_2 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [0.0,0.0]]
ENTRY 1 VariableDeclarationStatement_3 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [0.0,0.0]]
EXIT 1 VariableDeclarationStatement_3 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 1 IfStatement_1 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 1 IfStatement_1 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 1 Return_4 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 1 Return_4 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 1 IfConditionJoin_1 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 1 IfConditionJoin_1 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 1 Return_5 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 1 Return_5 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 1 FunctionExit_3 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 1 FunctionExit_3 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 2 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 SourceUnit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 SourceUnit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 PragmaDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 PragmaDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 SourceExit_0 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 2 SourceExit_0 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 2 ContractDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 ContractDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 IfStatement_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 2 Return_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 Return_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 IfConditionJoin_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 IfConditionJoin_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 VariableDeclarationStatement_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 VariableDeclarationStatement_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 ExpressionStatement_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 ExpressionStatement_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 Return_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 Return_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionExit_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionExit_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionDefinition_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionDefinition_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionEntry_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionEntry_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 ExpressionStatement_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 ExpressionStatement_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 Return_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 Return_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionExit_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionExit_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionDefinition_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionDefinition_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionEntry_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionEntry_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 VariableDeclarationStatement_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 VariableDeclarationStatement_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 ExpressionStatement_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 ExpressionStatement_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 Return_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 Return_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionExit_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionExit_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 ContractDefinition_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 ContractDefinition_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 UsingForDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 UsingForDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 VariableDeclaration_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 VariableDeclaration_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionDefinition_3 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionDefinition_3 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionEntry_3 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionEntry_3 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 VariableDeclarationStatement_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 VariableDeclarationStatement_2 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [0.0,0.0]]
ENTRY 2 VariableDeclarationStatement_3 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [0.0,0.0]]
EXIT 2 VariableDeclarationStatement_3 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 2 IfStatement_1 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 2 IfStatement_1 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 2 Return_4 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 2 Return_4 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 2 IfConditionJoin_1 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 2 IfConditionJoin_1 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 2 Return_5 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 2 Return_5 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 2 FunctionExit_3 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 2 FunctionExit_3 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 SourceUnit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 SourceUnit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 PragmaDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 PragmaDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 SourceExit_0 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 SourceExit_0 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 ContractDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 ContractDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 IfStatement_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 3 Return_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 Return_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 IfConditionJoin_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 IfConditionJoin_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 VariableDeclarationStatement_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 VariableDeclarationStatement_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 ExpressionStatement_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 ExpressionStatement_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 Return_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 Return_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionExit_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionExit_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionDefinition_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionDefinition_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionEntry_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionEntry_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 ExpressionStatement_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 ExpressionStatement_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 Return_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 Return_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionExit_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionExit_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionDefinition_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionDefinition_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionEntry_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionEntry_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 VariableDeclarationStatement_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 VariableDeclarationStatement_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 ExpressionStatement_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 ExpressionStatement_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 Return_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 Return_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionExit_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionExit_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 ContractDefinition_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 ContractDefinition_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 UsingForDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 UsingForDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 VariableDeclaration_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 VariableDeclaration_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionDefinition_3 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionDefinition_3 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionEntry_3 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionEntry_3 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 VariableDeclarationStatement_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 VariableDeclarationStatement_2 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [0.0,0.0]]
ENTRY 3 VariableDeclarationStatement_3 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [0.0,0.0]]
EXIT 3 VariableDeclarationStatement_3 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 IfStatement_1 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 IfStatement_1 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 3 Return_4 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 Return_4 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 IfConditionJoin_1 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 IfConditionJoin_1 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 Return_5 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 Return_5 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 FunctionExit_3 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 FunctionExit_3 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
