
===== OVERFLOW / UNDERFLOW (Box domain, original source) =====
ENTRY 1 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 VariableDeclaration_6 [[0.0,0.0], [0.0,0.0], [3.0,3.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 1 VariableDeclaration_6 [[0.0,0.0], [0.0,0.0], [3.0,3.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 1 FunctionDefinition_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [0.0,0.0]]
EXIT 1 FunctionDefinition_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [0.0,0.0]]
ENTRY 1 FunctionEntry_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [0.0,0.0]]
EXIT 1 FunctionEntry_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [0.0,0.0]]
ENTRY 1 ExpressionStatement_5 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [0.0,0.0]]
EXIT 1 ExpressionStatement_5 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
ENTRY 1 FunctionExit_3 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
EXIT 1 FunctionExit_3 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
ENTRY 1 FunctionDefinition_4 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
EXIT 1 FunctionDefinition_4 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
ENTRY 1 FunctionEntry_4 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
EXIT 1 FunctionEntry_4 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
ENTRY 1 ExpressionStatement_6 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
EXIT 1 ExpressionStatement_6 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
ENTRY 1 FunctionExit_4 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
EXIT 1 FunctionExit_4 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
ENTRY 1 FunctionDefinition_5 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
EXIT 1 FunctionDefinition_5 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
ENTRY 1 FunctionEntry_5 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
EXIT 1 FunctionEntry_5 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
ENTRY 1 IfStatement_0 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
EXIT 1 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 1 Return_0 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
EXIT 1 Return_0 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
ENTRY 1 IfConditionJoin_0 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
EXIT 1 IfConditionJoin_0 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
ENTRY 1 FunctionExit_5 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
EXIT 1 FunctionExit_5 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
ENTRY 1 IfStatement_1 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
EXIT 1 IfStatement_1 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 1 Return_1 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
EXIT 1 Return_1 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
ENTRY 1 IfConditionJoin_1 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
EXIT 1 IfConditionJoin_1 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
ENTRY 1 Return_2 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
EXIT 1 Return_2 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [0.0,0.0]]
ENTRY 2 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 SourceUnit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 2 SourceUnit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 PragmaDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 2 PragmaDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 SourceExit_0 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [0.0,1.0], [-Infinity,Infinity]]
EXIT 2 SourceExit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 ContractDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 2 ContractDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 VariableDeclaration_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 2 VariableDeclaration_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 VariableDeclaration_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 2 VariableDeclaration_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 VariableDeclaration_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 2 VariableDeclaration_2 [[0.0,0.0], [0.0,0.0], [3.0,3.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 VariableDeclaration_3 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 2 VariableDeclaration_3 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 VariableDeclaration_4 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 2 VariableDeclaration_4 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 FunctionDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 2 FunctionDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 FunctionEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 2 FunctionEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 ExpressionStatement_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 FunctionExit_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 2 FunctionExit_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 FunctionDefinition_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 2 FunctionDefinition_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 FunctionEntry_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 2 FunctionEntry_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 ExpressionStatement_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 ExpressionStatement_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 ExpressionStatement_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 FunctionExit_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 FunctionExit_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 FunctionDefinition_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 FunctionDefinition_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 FunctionEntry_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 FunctionEntry_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 ExpressionStatement_4 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_4 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 FunctionExit_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 FunctionExit_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 ContractDefinition_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 2 ContractDefinition_1 [[0.0,0.0], [0.0,0.0], [3.0,3.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 VariableDeclaration_5 [[0.0,0.0], [0.0,0.0], [3.0,3.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 2 VariableDeclaration_5 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 VariableDeclaration_6 [[0.0,0.0], [0.0,0.0], [3.0,3.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 2 VariableDeclaration_6 [[0.0,0.0], [0.0,0.0], [3.0,3.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 2 FunctionDefinition_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 FunctionDefinition_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 FunctionEntry_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 FunctionEntry_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 ExpressionStatement_5 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_5 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 FunctionExit_3 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 FunctionExit_3 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 FunctionDefinition_4 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 FunctionDefinition_4 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 FunctionEntry_4 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 FunctionEntry_4 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 ExpressionStatement_6 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_6 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 FunctionExit_4 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 FunctionExit_4 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 FunctionDefinition_5 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 FunctionDefinition_5 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 FunctionEntry_5 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 FunctionEntry_5 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 IfStatement_0 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 2 Return_0 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 Return_0 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 IfConditionJoin_0 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 IfConditionJoin_0 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 FunctionExit_5 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 FunctionExit_5 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 IfStatement_1 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 IfStatement_1 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 2 Return_1 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 Return_1 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 IfConditionJoin_1 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 IfConditionJoin_1 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 2 Return_2 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 2 Return_2 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 3 SourceUnit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 3 SourceUnit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 3 PragmaDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 3 PragmaDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 3 SourceExit_0 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [0.0,1.0], [-Infinity,Infinity]]
EXIT 3 SourceExit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 3 ContractDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 3 ContractDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 3 VariableDeclaration_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 3 VariableDeclaration_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 3 VariableDeclaration_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 3 VariableDeclaration_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 3 VariableDeclaration_2 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 3 VariableDeclaration_2 [[0.0,0.0], [0.0,0.0], [3.0,3.0], [0.0,0.0], [-Infinity,Infinity]]
