
===== REENTRANCY (Box domain, transformed source) =====
ENTRY 1 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 ExpressionStatement_7 [[-20.0,0.0], [0.0,20.0], [0.0,20.0], [0.0,20.0], [-Infinity,Infinity]]
EXIT 1 ExpressionStatement_7 [[-20.0,0.0], [0.0,20.0], [0.0,0.0], [0.0,20.0], [-Infinity,Infinity]]
ENTRY 1 FunctionExit_1 [[-20.0,0.0], [0.0,20.0], [0.0,0.0], [0.0,20.0], [-Infinity,Infinity]]
EXIT 1 FunctionExit_1 [[-20.0,0.0], [0.0,20.0], [0.0,0.0], [0.0,20.0], [-Infinity,Infinity]]
ENTRY 2 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 SourceExit_0 [[-20.0,100.0], [0.0,20.0], [0.0,40.0], [0.0,20.0], [-Infinity,Infinity]]
EXIT 2 SourceExit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,20.0], [-Infinity,Infinity]]
ENTRY 2 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 IfStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 2 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,20.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 ExpressionStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,20.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 ExpressionStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,20.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 IfConditionJoin_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 IfConditionJoin_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionExit_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionExit_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionDefinition_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionDefinition_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionEntry_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionEntry_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [0.0,0.0]]
ENTRY 2 VariableDeclarationStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [0.0,0.0]]
EXIT 2 VariableDeclarationStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [-Infinity,Infinity]]
ENTRY 2 IfStatement_1 [[-20.0,100.0], [0.0,20.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 2 IfStatement_1 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 2 ExpressionStatement_2 [[-20.0,100.0], [0.0,20.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_2 [[-60.0,100.0], [0.0,20.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 2 ExpressionStatement_3 [[-60.0,100.0], [0.0,20.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_3 [[-60.0,100.0], [0.0,60.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 2 ExpressionStatement_4 [[-60.0,100.0], [0.0,60.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_4 [[-60.0,100.0], [0.0,60.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 2 ExpressionStatement_5 [[-20.0,100.0], [0.0,20.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_5 [[-20.0,100.0], [0.0,20.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 2 IfConditionJoin_1 [[-60.0,100.0], [0.0,60.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 2 IfConditionJoin_1 [[-60.0,100.0], [0.0,60.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 2 ExpressionStatement_6 [[-60.0,100.0], [0.0,60.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_6 [[-60.0,100.0], [0.0,60.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 2 ExpressionStatement_7 [[-60.0,100.0], [0.0,60.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_7 [[-60.0,100.0], [0.0,60.0], [0.0,0.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 2 FunctionExit_1 [[-60.0,100.0], [0.0,60.0], [0.0,0.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 2 FunctionExit_1 [[-60.0,100.0], [0.0,60.0], [0.0,0.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 3 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 SourceExit_0 [[-60.0,100.0], [0.0,60.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 3 SourceExit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 3 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 IfStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 3 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,20.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 ExpressionStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,20.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 ExpressionStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,20.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 IfConditionJoin_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 IfConditionJoin_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionExit_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionExit_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionDefinition_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionDefinition_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionEntry_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionEntry_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [0.0,0.0]]
ENTRY 3 VariableDeclarationStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [0.0,0.0]]
EXIT 3 VariableDeclarationStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [-Infinity,Infinity]]
ENTRY 3 IfStatement_1 [[-60.0,100.0], [0.0,60.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 3 IfStatement_1 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 3 ExpressionStatement_2 [[-60.0,100.0], [0.0,60.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_2 [[-100.0,100.0], [0.0,60.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_3 [[-100.0,100.0], [0.0,60.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_3 [[-100.0,100.0], [0.0,100.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_4 [[-100.0,100.0], [0.0,100.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_4 [[-100.0,100.0], [0.0,100.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_5 [[-60.0,100.0], [0.0,60.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_5 [[-60.0,100.0], [0.0,60.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 3 IfConditionJoin_1 [[-100.0,100.0], [0.0,100.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 3 IfConditionJoin_1 [[-100.0,100.0], [0.0,100.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_6 [[-100.0,100.0], [0.0,100.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_6 [[-100.0,100.0], [0.0,100.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_7 [[-100.0,100.0], [0.0,100.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_7 [[-100.0,100.0], [0.0,100.0], [0.0,0.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 3 FunctionExit_1 [[-100.0,100.0], [0.0,100.0], [0.0,0.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 3 FunctionExit_1 [[-100.0,100.0], [0.0,100.0], [0.0,0.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 4 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 SourceExit_0 [[-100.0,100.0], [0.0,100.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 4 SourceExit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 4 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 IfStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 4 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,20.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 ExpressionStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,20.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 ExpressionStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,20.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 IfConditionJoin_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 IfConditionJoin_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 FunctionExit_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 FunctionExit_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 FunctionDefinition_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 FunctionDefinition_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 FunctionEntry_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 FunctionEntry_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [0.0,0.0]]
ENTRY 4 VariableDeclarationStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [0.0,0.0]]
EXIT 4 VariableDeclarationStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [-Infinity,Infinity]]
