filename,reentrancy,status,duration_s,solc_version
08_MixedTransferEmit_safe1.sol,0,OK,0.34,0.8.26
08_MixedTransfer_safe1.sol,0,OK,0.35,0.8.26
09_ERC20InheritMod_safe1.sol,0,OK,0.83,0.8.26
09_ERC20Inherit_safe1.sol,0,OK,0.59,0.8.26
09_ERC20Mod_safe1.sol,0,OK,0.34,0.8.26
09_ERC20OnlyOnce_safe1.sol,0,OK,0.37,0.8.26
09_ERC20OnlyOnce_safe2.sol,0,OK,0.46,0.8.26
09_ERC20StakingPullMod_safe1.sol,0,OK,0.43,0.8.26
09_ERC20StakingPull_safe1.sol,0,OK,0.4,0.8.26
09_ERC20StakingPull_safe2.sol,0,OK,0.39,0.8.26
09_ERC20Staking_safe1.sol,0,OK,0.43,0.8.26
09_ERC20Staking_safe2.sol,0,OK,0.43,0.8.26
09_ERC20Staking_safe3.sol,0,OK,0.45,0.8.26
09_ERC20_safe1.sol,0,OK,0.35,0.8.26
09_ERC20_safe2.sol,0,OK,0.44,0.8.26
09_ERC20_safe3.sol,0,OK,0.41,0.8.26
09_ERC20_safe4.sol,0,OK,0.42,0.8.26
10_OnlyOnce_safe1.sol,0,OK,0.36,0.8.26
10_OnlyOnce_safe2.sol,0,OK,0.37,0.8.26
11_ProxyStaticcall_safe1.sol,0,OK,0.34,0.8.26
11_Proxy_safe1.sol,0,OK,0.34,0.8.26
11_Proxy_safe2.sol,0,OK,0.38,0.8.26
12_OnlyOwner_safe1.sol,0,OK,0.39,0.8.26
13_LoopCrossMod_safe1.sol,0,OK,0.32,0.8.26
13_LoopCrossMutex_safe1.sol,0,OK,0.35,0.8.26
13_LoopCrossMutex_safe2.sol,0,OK,0.31,0.8.26
13_Loop_safe1.sol,0,OK,0.4,0.8.26
14_ReadOnly_safe1.sol,0,OK,0.7,0.8.26
15_ReadOnlyStaticcall_safe1.sol,0,OK,0.78,0.8.26
15_ReadOnly_safe2.sol,0,OK,0.72,0.8.26
00_BasicConst_ree1.sol,0,OK,0.38,0.8.26
00_BasicCross_ree1.sol,0,OK,0.32,0.8.26
00_BasicEmit_ree1.sol,0,OK,0.39,0.8.26
00_BasicError_ree1.sol,0,OK,0.31,0.8.26
00_BasicFold_ree1.sol,0,OK,0.36,0.8.26
00_BasicFold_ree2.sol,0,OK,0.31,0.8.26
00_BasicInline_ree1.sol,0,OK,0.31,0.8.26
00_BasicNoChecks_ree1.sol,0,OK,0.32,0.8.26
00_BasicUnchecked_ree1.sol,0,OK,0.39,0.8.26
00_Basic_ree1.sol,0,OK,0.3,0.8.26
01_SingleMutexFoldUnderflow_ree1.sol,0,OK,0.35,0.8.26
01_SingleMutexFold_ree1.sol,0,OK,0.44,0.8.26
01_SingleMutexFold_ree2.sol,0,OK,0.37,0.8.26
01_SingleMutexFold_ree3.sol,0,OK,0.31,0.8.26
01_SingleMutex_ree1.sol,0,OK,0.34,0.8.26
01_SingleMutex_ree2.sol,0,OK,0.32,0.8.26
02_CrossMutexUnchecked_ree1.sol,0,OK,0.35,0.8.26
02_CrossMutexUnderflow_ree1.sol,0,OK,0.42,0.8.26
02_CrossMutex_ree1.sol,0,OK,0.43,0.8.26
02_CrossMutex_ree2.sol,0,OK,0.34,0.8.26
03_SingleModFoldUnderflow_ree1.sol,0,OK,0.36,0.8.26
03_SingleModFold_ree1.sol,0,OK,0.36,0.8.26
03_SingleModFold_ree2.sol,0,OK,0.41,0.8.26
03_SingleModFold_ree3.sol,0,OK,0.42,0.8.26
03_SingleModUnderflow_ree1.sol,0,OK,0.29,0.8.26
03_SingleMod_ree1.sol,0,OK,0.29,0.8.26
03_SingleMod_ree2.sol,0,OK,0.4,0.8.26
03_SingleMod_ree3.sol,0,OK,0.36,0.8.26
04_CrossModFold_ree1.sol,0,OK,0.37,0.8.26
04_CrossModFold_ree2.sol,0,OK,0.48,0.8.26
04_CrossModFold_ree3.sol,0,OK,0.34,0.8.26
04_CrossMod_ree1.sol,0,OK,0.33,0.8.26
04_CrossMod_ree2.sol,0,OK,0.43,0.8.26
04_CrossMod_ree3.sol,0,OK,0.36,0.8.26
04_CrossMod_ree4.sol,0,OK,0.45,0.8.26
04_CrossMod_ree5.sol,0,OK,0.37,0.8.26
07_MixedSendFoldEmit_ree1.sol,0,OK,0.31,0.8.26
07_MixedSendFold_ree1.sol,0,OK,0.34,0.8.26
07_MixedSend_ree1.sol,0,OK,0.35,0.8.26
08_MixedTransferEmit_ree1.sol,0,OK,0.36,0.8.26
08_MixedTransfer_ree1.sol,0,OK,0.44,0.8.26
09_ERC20InheritMod_ree1.sol,0,OK,0.69,0.8.26
09_ERC20InheritMod_ree2.sol,0,OK,0.72,0.8.26
09_ERC20InheritMod_ree3.sol,0,OK,0.71,0.8.26
09_ERC20Inherit_ree1.sol,0,OK,0.64,0.8.26
09_ERC20Mod_ree1.sol,0,OK,0.39,0.8.26
09_ERC20Mod_ree2.sol,0,OK,0.39,0.8.26
09_ERC20Mod_ree3.sol,0,OK,0.49,0.8.26
09_ERC20OnlyOnce_ree1.sol,0,OK,0.38,0.8.26
09_ERC20StakingPullMod_ree1.sol,0,OK,0.33,0.8.26
09_ERC20StakingPullMod_ree2.sol,0,OK,0.31,0.8.26
09_ERC20StakingPull_ree1.sol,0,OK,0.35,0.8.26
09_ERC20Staking_ree1.sol,0,OK,0.31,0.8.26
09_ERC20Staking_ree2.sol,0,OK,0.37,0.8.26
09_ERC20Staking_ree3.sol,0,OK,0.27,0.8.26
09_ERC20Staticcall_ree1.sol,0,OK,0.26,0.8.26
09_ERC20_ree1.sol,0,OK,0.42,0.8.26
09_ERC20_ree2.sol,0,OK,0.3,0.8.26
12_OnlyOwner_ree1.sol,0,OK,0.33,0.8.26
13_LoopCrossMod_ree1.sol,0,OK,0.48,0.8.26
13_LoopCrossMod_ree2.sol,0,OK,0.31,0.8.26
13_LoopCrossMod_ree3.sol,0,OK,0.28,0.8.26
13_LoopCrossMutex_ree1.sol,0,OK,0.44,0.8.26
13_Loop_ree1.sol,0,OK,0.38,0.8.26
14_DelegateCall_ree1.sol,0,OK,0.38,0.8.26
14_DelegateCall_ree2.sol,0,OK,0.39,0.8.26
14_DelegateCall_ree3.sol,0,OK,0.35,0.8.26
14_DelegateCall_ree4.sol,0,OK,0.33,0.8.26
15_ReadOnlyStaticcall_ree1.sol,0,OK,0.76,0.8.26
15_ReadOnly_ree1.sol,0,OK,0.73,0.8.26
15_ReadOnly_ree2.sol,0,OK,0.79,0.8.26
