
===== REENTRANCY (Box domain, transformed source) =====
ENTRY 1 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 VariableDeclarationStatement_1 [[0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 2 VariableDeclarationStatement_1 [[0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 2 ExpressionStatement_0 [[0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_0 [[0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 2 VariableDeclarationStatement_2 [[0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 2 VariableDeclarationStatement_2 [[0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 2 IfStatement_0 [[-0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 2 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 2 ExpressionStatement_1 [[-0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 2 ExpressionStatement_2 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_2 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 2 ExpressionStatement_3 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_3 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 2 ExpressionStatement_4 [[-0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_4 [[-0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 2 IfConditionJoin_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 2 IfConditionJoin_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 2 ExpressionStatement_5 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_5 [[-Infinity,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 2 ExpressionStatement_6 [[-Infinity,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 2 ExpressionStatement_6 [[-Infinity,Infinity], [0.0,Infinity], [0.0,0.0], [1.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 2 FunctionDefinition_1 [[0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionDefinition_1 [[0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionEntry_1 [[0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionEntry_1 [[0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 ExpressionStatement_7 [[0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 ExpressionStatement_7 [[0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 2 FunctionExit_1 [[0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 2 FunctionExit_1 [[0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 SourceExit_0 [[0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 SourceExit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 ForLoopContinue_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 ForLoopContinue_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 ForStatement_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 ForStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 3 ForLoopJoin_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 ForLoopJoin_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 FunctionExit_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 FunctionExit_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 VariableDeclarationStatement_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 VariableDeclarationStatement_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 VariableDeclarationStatement_2 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 VariableDeclarationStatement_2 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 IfStatement_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 3 ExpressionStatement_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_2 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_2 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_3 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_3 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_4 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_4 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 IfConditionJoin_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 IfConditionJoin_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_5 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_5 [[-Infinity,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_6 [[-Infinity,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_6 [[-Infinity,Infinity], [0.0,Infinity], [0.0,0.0], [1.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 FunctionDefinition_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
